Signature,Timestamp,Swap Info
4iEYCoK41kL6JXS6oPoYndujjFPFcGYmQrH8vcWTWLEBWoABFm7hJXjSEz2DfjDBFr6np6nUmfub2t2RxqpvvY1m,2025-02-25T12:09:32.000Z,"{""log_type"":3,""amount_in"":4074000,""minimum_out"":0,""direction"":1,""user_source"":4074000,""pool_coin"":831858233786188,""pool_pc"":1812345585046,""out_amount"":1865268090,""adjustedAmountIn"":0.004074,""adjustedAmountOut"":1865.26809,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""ERQTcRiJARfBrA5v8UVdCGqdFiM8H9opiZJjTHnTg762"",""timestamp"":""2025-02-25T12:09:32.000Z""}"
4yZPUraCWCegVQGpXRheosUTZ6ZHRAGthhXAXxcWxBijUCyCeNv3yCitzpkpsf235ibb8RaPmDJiE58XJ7BeHvGQ,2025-02-25T12:09:30.000Z,"{""log_type"":3,""amount_in"":316000,""minimum_out"":143247516,""direction"":1,""user_source"":316000,""pool_coin"":831858378466144,""pool_pc"":1812345269046,""out_amount"":144679956,""adjustedAmountIn"":0.000316,""adjustedAmountOut"":144.679956,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""7T7pszWECn39oYFowW7HgHeHmVgfp8muC3QBm6Ti5c2P"",""timestamp"":""2025-02-25T12:09:30.000Z""}"
3i4Ji7W89unBCLSb1atvQN4JPGvE83MWX6vLJ7qXCtPRigGnBhNKYuFin7DcK3fBzU3EEP1DDZoE3SH3VUCj8djZ,2025-02-25T12:09:27.000Z,"{""log_type"":3,""amount_in"":304328135,""minimum_out"":0,""direction"":1,""user_source"":304328135,""pool_coin"":832215895621135,""pool_pc"":1811564740911,""out_amount"":139432619332,""adjustedAmountIn"":0.304328135,""adjustedAmountOut"":139432.619332,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""BTZwHrZFv4Q1LZbTGFNfbBRkkTgPBjt4ex8ANytxCwa5"",""timestamp"":""2025-02-25T12:09:27.000Z""}"
5ne3ciAM2GV8EVYWVxSqxpgtM4NAQcA7RdBLTYQBpBQHaRYFLNg1bF6zMYNTnqJ2SeotyLQdr4ZcCAhhz6i4Dv5y,2025-02-25T12:09:25.000Z,"{""log_type"":3,""amount_in"":138000,""minimum_out"":62611309,""direction"":1,""user_source"":138000,""pool_coin"":832211411711105,""pool_pc"":1811574474130,""out_amount"":63236734,""adjustedAmountIn"":0.000138,""adjustedAmountOut"":63.236734,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""HpsCWjgnbyyzLgSjPcrBSYBqvNgTCPoYHTkyzCxLTmeA"",""timestamp"":""2025-02-25T12:09:25.000Z""}"
3qYP8JuBhzcNUJcFzAQDgwpwKnf2WuHiMKfKZhmG9RtSKhve1eKeACrDBbXSdfjGvhSawVArtJ841VWiDf3qv6Ff,2025-02-25T12:09:23.000Z,"{""log_type"":3,""amount_in"":9883000,""minimum_out"":4483943661,""direction"":1,""user_source"":9883000,""pool_coin"":832215940494203,""pool_pc"":1811564591130,""out_amount"":4528783098,""adjustedAmountIn"":0.009883,""adjustedAmountOut"":4528.783098,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""EaRNgKBjVj9Djw1GPxoLrQj5k66FDbQYzmVQphCCxM6k"",""timestamp"":""2025-02-25T12:09:23.000Z""}"
5uFosABdTQxtmbz4zw6jWV7EEoAoogGFhcybziq4MtCQvVCRbXxEwwFUHbwUeseC1pSdN9AD15gTWBWYe7Rsbhut,2025-02-25T12:09:18.000Z,"{""log_type"":3,""amount_in"":2018000,""minimum_out"":915007715,""direction"":1,""user_source"":2018000,""pool_coin"":831950893021811,""pool_pc"":1812135079454,""out_amount"":924146256,""adjustedAmountIn"":0.002018,""adjustedAmountOut"":924.146256,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""EjQ1oqYuQjArqhTBN7gb6rFsq2d3hvEeNu795KVG4jZZ"",""timestamp"":""2025-02-25T12:09:18.000Z""}"
5ubagD6eGSBNVPgFGnT2oU6N9dXkXp9px58EymKdhbwtMX5JfhfqZNZGQkadqL4C2APV1vtbaJuXLtadG7EodJgo,2025-02-25T12:09:17.000Z,"{""log_type"":3,""amount_in"":9736000,""minimum_out"":4414508068,""direction"":1,""user_source"":9736000,""pool_coin"":831955351667146,""pool_pc"":1812125343454,""out_amount"":4458645335,""adjustedAmountIn"":0.009736,""adjustedAmountOut"":4458.645335,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""3Pk4JKewZ6i57UrShUNxiNaH921z9aBrtSjSd9LSUeaV"",""timestamp"":""2025-02-25T12:09:17.000Z""}"
4xYTP16fASJs7tLH84df2Yva5fPorhKpXwuQzv3oHRdYg6iewFnF3AwSoQJzUhjWrxYko28LrXjbdnNfcMie2NLk,2025-02-25T12:09:16.000Z,"{""log_type"":3,""amount_in"":1590000,""minimum_out"":0,""direction"":1,""user_source"":1590000,""pool_coin"":831956079819395,""pool_pc"":1812123753454,""out_amount"":728152249,""adjustedAmountIn"":0.00159,""adjustedAmountOut"":728.152249,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""H4umJQat2C14NviPwX7adRa7mDhZso6Qeniy9uszJgVe"",""timestamp"":""2025-02-25T12:09:16.000Z""}"
3bwbZiT9z2PENtSNiQh5c8JfokXAE83AWYvN11NDF1PASbRiCzHXGpVNGuPSPmgGbAx5pSxTZpLvZUb4He34iutM,2025-02-25T12:09:08.000Z,"{""log_type"":3,""amount_in"":420000,""minimum_out"":190293798,""direction"":1,""user_source"":420000,""pool_coin"":831639808018562,""pool_pc"":1812806104990,""out_amount"":192196736,""adjustedAmountIn"":0.00042,""adjustedAmountOut"":192.196736,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""GcuEHML1w51V1vKdVxgKDAzvtM2n3ZX3wPJxDd1SUZja"",""timestamp"":""2025-02-25T12:09:08.000Z""}"
YyvTXYMbmJpw5mpbwmJzUGKkT2YF3QHaQXCKHuat7uRCxU3gd2zwVUyXYRWWijTmirnzVLEpuUWp2Git9ibyvaS,2025-02-25T12:09:05.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":831543871237808,""pool_pc"":1813011709912,""out_amount"":4575041867,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4575.041867,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""23GQZdYYgfn1ZRWrdBcajWFuMgMxThKNkK6npY7JvsAA"",""timestamp"":""2025-02-25T12:09:05.000Z""}"
c8ZDYNChPbinrGoKtMYxf8CF7F41eYogJmcFApK8z8UJEV8GwprzE1yE2gwH9KyTWLbELx5GBjfCH5P8Bmc6AZH,2025-02-25T12:09:05.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":831548446330081,""pool_pc"":1813001709912,""out_amount"":4575092273,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4575.092273,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""B5L9KmwCFas2b5n4dRydf9Ahcoan6vrTdetbGiCSCqWW"",""timestamp"":""2025-02-25T12:09:05.000Z""}"
4H8V1ZNk2bxDev7qehgZxpmjRx8M7CP1ovGpKMoLwortHZsGMBKZjZerTcVHkUfdzn2WhojwzY4Q5TR4Y8XCqKru,2025-02-25T12:09:05.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":831553021472761,""pool_pc"":1812991709912,""out_amount"":4575142680,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4575.14268,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""DiVximoPk6SkwBNo9mfcebvyYXrb3iQ74P3W3hEHiK41"",""timestamp"":""2025-02-25T12:09:05.000Z""}"
2FZe8sXWixYyqwsrCHU3KX4S3QwHM4cHiZHko11wSJoWG26MvChj2XKhC4KTS6qtBhyW5qUJqXVkZMcceXVBQAA4,2025-02-25T12:09:05.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":831557596665849,""pool_pc"":1812981709912,""out_amount"":4575193088,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4575.193088,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""Cz7Si2kM4o6NgXPKRBh4CHcDqCXBuwgwd223LYTc4QyF"",""timestamp"":""2025-02-25T12:09:05.000Z""}"
4kqSJ8Bd8uWgdvr7mwRr2MXK8AoxhsnDhbv572GqMnrbiBRehuNuAm6LUFPJ9BFnDwa6oSu4S7ZL2PyG4nikuPbF,2025-02-25T12:09:05.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":831562171909346,""pool_pc"":1812971709912,""out_amount"":4575243497,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4575.243497,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""AhWswKpYCuYmK51rksWFqnwMj7Qrj5PAJjsctM163JhW"",""timestamp"":""2025-02-25T12:09:05.000Z""}"
5QPLY2VPHixYM8emmWatfVrxHXYLxsvsgWEZX3owG1YAt2sPo5EQnf8kctR7oTheRN1Dk1XAFLgv3ZDHGxeCiPoA,2025-02-25T12:09:05.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":831566747203252,""pool_pc"":1812961709912,""out_amount"":4575293906,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4575.293906,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""JDH5n7SzLY2XdNic6LbFCJ4tUPB6ppY4xQ8iFcfqt3sH"",""timestamp"":""2025-02-25T12:09:05.000Z""}"
22XPAQbL9im2TfiqgLNSTSm4BpFJqGgLv6uzsVuuhr7Z81mVGJQBsuF39QpfzxKb4omByqXgPWxjmy8cVz8H2EBf,2025-02-25T12:09:04.000Z,"{""log_type"":3,""amount_in"":4863000,""minimum_out"":2202947252,""direction"":1,""user_source"":4863000,""pool_coin"":831571705048163,""pool_pc"":1812950873912,""out_amount"":2224998050,""adjustedAmountIn"":0.004863,""adjustedAmountOut"":2224.99805,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""71Bt2Wk5pKT8MYukiPzKqcK5HRXNEsy4vVJi4PtzHp7w"",""timestamp"":""2025-02-25T12:09:04.000Z""}"
5d391euhUGZ1ihkFCTSSdZnTpGrT2bTSXs8rCHPFJkWpxpTHFFso9XoErbj65w2zudaUcUDbDXt52GZ5z8SPBLst,2025-02-25T12:08:58.000Z,"{""log_type"":3,""amount_in"":8738000,""minimum_out"":0,""direction"":1,""user_source"":8738000,""pool_coin"":831564617926545,""pool_pc"":1812966216213,""out_amount"":3997874417,""adjustedAmountIn"":0.008738,""adjustedAmountOut"":3997.874417,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""ACZNWKvhYzDvpKEBXSea9Fvf9jheTS6DaDYpKeC35LVh"",""timestamp"":""2025-02-25T12:08:58.000Z""}"
zEYXuGF6BmCVM5KFUMMg2zPgn4YYHrvnnJFj3P4ZhrwegzkCGML8gaqMehPvDzvZz3AwS8NeDkV6d7yK5cBeZKm,2025-02-25T12:08:55.000Z,"{""log_type"":3,""amount_in"":763000,""minimum_out"":346102492,""direction"":1,""user_source"":763000,""pool_coin"":831560346062582,""pool_pc"":1812975502627,""out_amount"":349091126,""adjustedAmountIn"":0.000763,""adjustedAmountOut"":349.091126,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""9FftSzNDH31S8xx1XvtQ2d4hRPzZitPYmPCQHxwKx4zm"",""timestamp"":""2025-02-25T12:08:55.000Z""}"
2EfH3PCSKkfJJXxRMyEmNDMVM2YQnz3ix4psQPwj3H9Vy4xQ52XTYuEq6ZerWQiYGA8PygPd2WHmEN6xD5MQQRzs,2025-02-25T12:08:51.000Z,"{""log_type"":3,""amount_in"":3662000,""minimum_out"":1664793306,""direction"":1,""user_source"":3662000,""pool_coin"":832680282494902,""pool_pc"":1810530960283,""out_amount"":1679974513,""adjustedAmountIn"":0.003662,""adjustedAmountOut"":1679.974513,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""78eQR4FNZLEnpHTZSwyDtrMNDoB3hsKoGTkakSqdbwwM"",""timestamp"":""2025-02-25T12:08:51.000Z""}"
3XCtQs4wWny3iegTB3CBXdcDsQZ3QVwqcaqv8CXyaXDqyC7ukoJvVT2K3mbnSvdW1cNJ4uH24yiMuSBZupQGXYz9,2025-02-25T12:08:51.000Z,"{""log_type"":3,""amount_in"":6715000,""minimum_out"":3050081925,""direction"":1,""user_source"":6715000,""pool_coin"":832683363077266,""pool_pc"":1810524245283,""out_amount"":3080582364,""adjustedAmountIn"":0.006715,""adjustedAmountOut"":3080.582364,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""6cRnKBY2Kin6f6vbfHDUMctbk84jMnPnrbfZH5kKZQJu"",""timestamp"":""2025-02-25T12:08:51.000Z""}"
5prg7ughmi2PLHTK9LXbxvYv7cnkytCc5CA52wF1p7Cf4JtzDvmhDtz9Kg5f9FypYof1WrVzt8oorY7igYFukoeo,2025-02-25T12:08:43.000Z,"{""log_type"":3,""amount_in"":7212000,""minimum_out"":3283286091,""direction"":1,""user_source"":7212000,""pool_coin"":833629550842926,""pool_pc"":1808464114283,""out_amount"":3316118952,""adjustedAmountIn"":0.007212,""adjustedAmountOut"":3316.118952,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""F79MsmHqs81r7MJPsxdNtE1hSJg9Wd7mM4RUJCXCF6em"",""timestamp"":""2025-02-25T12:08:43.000Z""}"
2tFzkTuEdozfWkFWvkGCPZgELqpKGnuUPWdJjha6G9sRRjP236L2zjbBiooBhAuHjHqUx1eL5sg7kCfWazEgV4kp,2025-02-25T12:08:39.000Z,"{""log_type"":3,""amount_in"":1241000,""minimum_out"":564972549,""direction"":1,""user_source"":1241000,""pool_coin"":833630534372234,""pool_pc"":1808461975283,""out_amount"":570621912,""adjustedAmountIn"":0.001241,""adjustedAmountOut"":570.621912,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""9DA1dCZbQ7cK7vwiBEarb3FaFDZMyUVpBVM4AHyUVzqD"",""timestamp"":""2025-02-25T12:08:39.000Z""}"
XsMSyRuJtS5h4WKDmSfzR4fT3kCHD9E45DynAmQcMzHmXYjjijh3m8WBLa2TNYiJgiiBirRqQGAyrqx7rHMdn3S,2025-02-25T12:08:39.000Z,"{""log_type"":3,""amount_in"":575000,""minimum_out"":261772104,""direction"":1,""user_source"":575000,""pool_coin"":833630798762060,""pool_pc"":1808461400283,""out_amount"":264389826,""adjustedAmountIn"":0.000575,""adjustedAmountOut"":264.389826,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""9hcDeVVG6bwBUGiueFPcqpEJHpmo65UdEBxue7LqvB8n"",""timestamp"":""2025-02-25T12:08:39.000Z""}"
cbAFHGgELWZSPpYAcoJduKJfkcgNSkSdZh8QM6T4sy8y4TgmUZCqxvk8NYTdvvcWAbEo5WudJDbQfPofgqvbxNm,2025-02-25T12:08:36.000Z,"{""log_type"":3,""amount_in"":6177000,""minimum_out"":0,""direction"":1,""user_source"":6177000,""pool_coin"":833637733657850,""pool_pc"":1808446318283,""out_amount"":2840277237,""adjustedAmountIn"":0.006177,""adjustedAmountOut"":2840.277237,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""9hy3THz7ZAQyYz8zR1kDidHz3GxbAV8BKPaLYyfRTa3z"",""timestamp"":""2025-02-25T12:08:36.000Z""}"
4qXDvrurqh2t3dbtDqxnKSQddTik7v1wNe5dWqRctmNmyCMHdF2QDkL5G3cAPspiZAvCJrV55ZXftZr3ufiy6Awd,2025-02-25T12:08:31.000Z,"{""log_type"":3,""amount_in"":599000,""minimum_out"":274049394,""direction"":1,""user_source"":599000,""pool_coin"":835229034830705,""pool_pc"":1804992193283,""out_amount"":276483663,""adjustedAmountIn"":0.000599,""adjustedAmountOut"":276.483663,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""2YUnSEm4FmF5FtxzPnxXgBbAnCs1aR1bZURYuWWadqUr"",""timestamp"":""2025-02-25T12:08:31.000Z""}"
5Lw9nKFLGM7BrvwL9jiSB2XMLw9pQ7cZUWqEqNnMdCX2THM6nuPBYoKjriptpvPAKxqypP7cpiUs191szbZP4jrp,2025-02-25T12:08:28.000Z,"{""log_type"":3,""amount_in"":2051000,""minimum_out"":938367651,""direction"":1,""user_source"":2051000,""pool_coin"":835691814372567,""pool_pc"":1803990142283,""out_amount"":947741622,""adjustedAmountIn"":0.002051,""adjustedAmountOut"":947.741622,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""7YNktJidLzrtJqPoeyXueiVAr13hx3HyWjbBt9rnW99p"",""timestamp"":""2025-02-25T12:08:28.000Z""}"
27j4tVGTW3xnQ8rVh9zJB4sCtLEGRxfLpdqiU243G1uCpRzJZQEiEf2uUF7SxAtRu3bM6s4HbgFuuQDFMSnzv89B,2025-02-25T12:08:21.000Z,"{""log_type"":3,""amount_in"":1822000,""minimum_out"":833692894,""direction"":1,""user_source"":1822000,""pool_coin"":835741323784250,""pool_pc"":1803883002982,""out_amount"":842023766,""adjustedAmountIn"":0.001822,""adjustedAmountOut"":842.023766,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""L1BunPKu9D5dJFfKmMrFbAoekGATUVGyEmxh21BW1AC"",""timestamp"":""2025-02-25T12:08:21.000Z""}"
3Csf9JrysfAXxVAKqcA73hUZNDpDX6PLWtxkGCCMuEXF1472C2zWX9xHy3ppfQRwkdpyazjULcEvsrTiDrkUwueK,2025-02-25T12:08:20.000Z,"{""log_type"":3,""amount_in"":6496000,""minimum_out"":2976803497,""direction"":1,""user_source"":6496000,""pool_coin"":835744325876233,""pool_pc"":1803876506982,""out_amount"":3002091983,""adjustedAmountIn"":0.006496,""adjustedAmountOut"":3002.091983,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""GCS9LssDdVDfjjyUWmikvajwFmZPeMvWvNjFQPvcrhg4"",""timestamp"":""2025-02-25T12:08:20.000Z""}"
3HLJY1jyHkRSdnfcqpBLKGEPMV5bEdGRSWDB7TqQuGLrAAgeRcT2Gtgvc86Ma18MH1HHtEdAcP9c7dhLSpc8iWgb,2025-02-25T12:08:19.000Z,"{""log_type"":3,""amount_in"":700000,""minimum_out"":320776716,""direction"":1,""user_source"":700000,""pool_coin"":836367163366081,""pool_pc"":1802529806982,""out_amount"":323985291,""adjustedAmountIn"":0.0007,""adjustedAmountOut"":323.985291,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""H4dM1XJpsX3aq7ZAdYnGQYEEcPCikM3iSWaea33RWjpH"",""timestamp"":""2025-02-25T12:08:19.000Z""}"
5vkucRtnxjQk9qS4pxwvK1e73mUP7FWF6GSXiZzfhFNBJg9UYT8mdWGyer5dvD4YgTdmw2WnvkBs3x3xZEkhdt83,2025-02-25T12:08:14.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":836371128279950,""pool_pc"":1802521229201,""out_amount"":4628381458,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4628.381458,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""AhWswKpYCuYmK51rksWFqnwMj7Qrj5PAJjsctM163JhW"",""timestamp"":""2025-02-25T12:08:14.000Z""}"
5EYdj4fns6A8F66fU5GhVb67xaQDg93a8xXfYn7bwWTYxJdHzizcvVL3121YvemaSvteYgonMEshdh8RXLT9U5SL,2025-02-25T12:08:13.000Z,"{""log_type"":3,""amount_in"":100000000,""minimum_out"":0,""direction"":1,""user_source"":100000000,""pool_coin"":836412698453041,""pool_pc"":1802431367506,""out_amount"":46286117260,""adjustedAmountIn"":0.1,""adjustedAmountOut"":46286.11726,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""E7RyhnrqLLoC5FpvKB2ZoE7Wv3RaYsvcMVo9rTiqoKLC"",""timestamp"":""2025-02-25T12:08:13.000Z""}"
3hSzVmNpeAfSfGm9x6iZBw4W8ryAsxBcRbLsEFCXA6bDVh5fc5ppi4nwA4AR5eStMCXCKr6oazgefhz3gUZMp72U,2025-02-25T12:08:13.000Z,"{""log_type"":3,""amount_in"":10000000,""minimum_out"":0,""direction"":1,""user_source"":10000000,""pool_coin"":836417327346604,""pool_pc"":1802421367506,""out_amount"":4628893563,""adjustedAmountIn"":0.01,""adjustedAmountOut"":4628.893563,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""9Q5tyQvckmY3a4bT8jv8zzmw7Y2mJ8EP79LAG9R8Bu5R"",""timestamp"":""2025-02-25T12:08:13.000Z""}"
4d361sFB3SwK4ZNu8FfXdKon7ZxdZPcPJzq1r351tf2KhRV23kexq26QP9TB8zrnxRLfCF1D8MvycUUVabeegcjM,2025-02-25T12:08:11.000Z,"{""log_type"":3,""amount_in"":2794000,""minimum_out"":1283929841,""direction"":1,""user_source"":2794000,""pool_coin"":837240910445243,""pool_pc"":1800643808039,""out_amount"":1295869485,""adjustedAmountIn"":0.002794,""adjustedAmountOut"":1295.869485,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""9cDmjjP4e8pvY1Qtr9qRxak7Rtrk9vpH67nJA3XeZnW4"",""timestamp"":""2025-02-25T12:08:11.000Z""}"
48TEvcsH2gcv3drGJpocVTLGvZN7Lz5Tfp1xth6tGoW6FHGidhiu1iya42mdHVuX5BNe8xTEHd1MBKqbsmgJNGrV,2025-02-25T12:08:11.000Z,"{""log_type"":3,""amount_in"":3547000,""minimum_out"":1629955835,""direction"":1,""user_source"":3547000,""pool_coin"":837242555564993,""pool_pc"":1800640261039,""out_amount"":1645119750,""adjustedAmountIn"":0.003547,""adjustedAmountOut"":1645.11975,""inToken"":""So11111111111111111111111111111111111111112"",""outToken"":""9kkWuiwg8iZxwJP1R6fCkwdVeXaiKdPXMmV9kP7GuHHP"",""inTokenDecimals"":9,""outTokenDecimals"":6,""signerAccount"":""BbkySUgCvPSUFAnBJpeUJEbbNc9hsQgtVxp3BPd66drs"",""timestamp"":""2025-02-25T12:08:11.000Z""}"
